Protein,Sample1,Sample1,Sample1,Sample1,Sample1,Sample2,Sample2,Sample2,Sample2,Sample2,Sample3,Sample3,Sample3,Sample3,Sample3,Sample4,Sample4,Sample4,Sample4,Sample4,Sample5,Sample5,Sample5,Sample5,Sample5,Sample6,Sample6,Sample6,Sample6,Sample6,Sample7,Sample7,Sample7,Sample7,Sample7,Sample8,Sample8,Sample8,Sample8,Sample8,Sample9,Sample9,Sample9,Sample9,Sample9,Sample10,Sample10,Sample10,Sample10,Sample10
Q12959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339055,,,,,,339375,,,,,
Q12965,,,,,,,,,,,,,,,,,,,,,,,,,,,327950,,,,220881,,,,,,,,,,,,,,,,,,,
Q12972,,,,,,,,,,,,,,,,,,83771.3,,,,,,,,105892,,,,,95504.9,,,,,,,,,,,,,,,,,,,
Q12974,,,,,,,,,,,,,,,,,,,,,,,393227,,,,,,,,,,,,,,,,,,,,,272807,300533,,,,,
Q12979,,,,,,,,,,,,,2233805,,,,,,,,,,,,,,,2169962,,,,,,,,,,,,,,,,,,,,,,
Q12983,,,,,,,,,,,,,105195,,,,,,,,,,,,,,278933,,,,,,,,,,,,,,,,,,,,,,,
Q12996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389394,,447064,,,,,,
Q13003,,,,,,,,,,,,,,,,315114,,,382489,,,,,,,,,,371073,,,,,,,,,,,,,,,,,,,,,
Q13009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246012,,186676,,,,,,,,,,,,,,,,,,,
Q13011,,,,,,,,,,,,,,,,,,,,1843330,1382290,,,,,,,,,,,,1920980,,1335170,,,,,,,,,,,,,,,
Q13017,,,,,,,,,,,,,,,,,,,,,,,,,106231,,,,,,87804.1,,,,,,,,,,,,,,,,,,,
Q13033,,,,,,,,,,,,,,,,,,,,,,,,,,,,250862,,,,,,,,,,,,,,,,,,,,,,226194
Q13042,,,,,,,,,,,,,,,,,,,,45585.9,,,,,,,,,,,,,,,,123231,,,,,,,,,,,,,,
Q13043,,,,,,,,,,,934274,,,,,,,,,,,,,,,,,,,,,,,,,1893620,,,,,,,,,,,,631623,,
Q13045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843735,,,,,,,,,,912704,,,,,,,,,,
Q13049,,,,,,,,,,,836333,1272400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13075,,,,,,,,,,,,,,,,,,,,,328958,,,,,,,,,,238391,,,,,,440036,,,,,,,,,,,,,
Q13077,,,,,163626,,,,,,,,,,,,,723356,,,,,,,,,359364,,,265791,,,472490,,,,,,,,,,,,,,,,,
Q13085,1635700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1656310,,,
Q13087,,,,,,64283.1,,,,,,,,,,,,,,,,,,,,,,,,,,,67374.1,,,,,,,,,,,,,,,,,
Q13093,,,,,,,,,,,,,,,,,,,,,,,,113918,,,,,,,,,,,,,,,,,,,,,,,,,,113151
Q13094,,,,,,519568,,,,497113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339575,,,,,,281939,346998,
Q13099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913503,884464
Q13103,,,,,,,,,,,,,,,,,,,,,,,,,120065,,,,,,,,,,,,,,,,,,,,,,,,,133188
Q13107,,,,,362201,,,,,,,,,,,,,,,,,,,,,,,99884.5,,,,,,,,,215491,,,,,,,,,,,,,
Q13112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280666,,275300,,,,188446,
Q13113,,,1340100,,,787280,1344200,1290520,1298490,502092,,983258,845740,,,,,,,,,,,,,,,,,,,1618830,,,,,,,,1673290,632862,633486,585701,550960,832482,499187,564573,601949,535694,440424
Q13123,,,,,,,,652814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94702.2
Q13126,,,,,,,,,,,,,,,,,,,5448500,,,,,,,,,,,,,,,,4941350,,,,,,,,,,,,,,,
Q13131,,,,,,,,,,,419256,,,,,,,,,,,,,,,,,,,,411095,,,,,,,,,,,,,,,,,,,
Q13136,,,,,,,,,2811450,,,,,,,,,3481270,4136400,,,,,,,,,,,,2077970,,,,,,,740433,,,,,2380840,,3650750,,,,,393642
Q13137,,,,,,,,,,,,,,,,,,,,,1101250,,,,731504,,,,,,,,,,,,862008,,,,,,,,,,,,,
Q13148,,,,,,,,,,,2219580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2187750,
Q13151,,,,,,,,,,,,,,,,,,,,,2148850,,,,,,,,,,,2221030,,,,,,,,,,,,,,,,,,
Q13153,1553560,,,,,,,,,,,,,,1795070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13162,,,,,,,,,,,,,,,,,,,,,,749779,,,611748,,,,,,,,,,,,,,,,,,,,,,,,,
Q13164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636380,,,,,1612970,,,,,,,,,,,,,,
Q13177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125240,,,,,122421,,,,,,,,,,,,,,,
Q13185,,1276110,1327690,,,,1609360,1412260,,,989014,,,1516840,,,1062400,,,,0,,,,,,1397660,,,1405550,,1270900,1209300,,,,1049950,,,1018550,,,801618,,,,763935,332162,,
Q13200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11376300,,,,,10730400,,,,,,,,,,
Q13201,,,,1409120,1855440,3885630,3157950,3051150,,,,1455550,,,,3378430,,,4557560,4699230,1947350,,2603390,,1839520,1845460,1466700,,2931760,,,,,,,,,3965710,1533100,,,,1425080,,,,3004460,4335990,2978270,
Q13206,,,,,,,,,,,,,,,,,,,,,213459,343125,,,,,,,,,,,,,,,,,167044,,,,,202089,,,,,,
Q13214,,,,,,,,,,,,,,,,,,,,,,,1079244,,,,,,,,,,,,,,,,,,,,,,,,,,844024,
Q13216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455128,,,,,,289107,,,,,,,,,
Q13217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131692,,,,187868,,,,,,,,,,
Q13228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1096040,,,,,,1095600,,,,,,,,,,,,,,,
Q13231,,,,,,,,,,,,,,,,,,3637190,,,,,,,,,,,,,,,,,,,,,3496680,3265860,,,,,,,,,,
Q13242,,,1587020,,,2409360,,2668750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13243,,,,,,,,,,,,446854,,,,,,,,,455067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13247,,,391402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391153,,,,,
Q13255,,,,181356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98613.7,,,,,,
Q13263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1358290,,,,,,1362890.2
Q13277,,,,,,,,,,731949,,861258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13283,,303696,,,,,,,50118,,,,,,,,,,,,,,,,,,221962,,,,,,,,,,,,,,,,,,,,,,,
Q13287,,,,,,11342.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11310.5,,
Q13291,,,,,,,,,,,,,,,,,,,,109645,,,,,,,,,,,,,,,,161076,,,,,,,,,,,,,,
Q13303,,,,,,,,,,,563420,,,,,,,,,,,,,,,,,,,,,,,,,508701.2,,,,,,,,,,,,,,
Q13308,,,,1494760,,,,,,,,,,,,,,,,,,,,,,,,,,1391270,,,,,,,,,,,,,,,,,,,,
Q13310,,,,,,,594368,,,,,,,,,,,,,,,,,,,,,,,,,,395247,,535294,,,,,,,,,,,,,,,
Q13315,,,,,,,,,,739953,,,,731457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13322,,,,,,2485450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75756.8,,,,,,,,,,,,,,,
Q13325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1152200,,,908190,,,,,,,,,,,
Q13326,,,,,,,,,,,,797099,,,,,,,,,,,,,,,,,,,,,,,,,,,,1159720,,,,,,,,,,
Q13330,,,,,881357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1516730,,,
Q13332,28646900,27354200,23726600,24584300,20339400,322160,20040500,18233700,25410100,22480600,17906800,26116200,23523900,21412300,33545700,31678500,,21134400,,26431100,36403200,31811700,24963000,29873400,33603600,21630600,23608000,22560100,32659400,30124300,16017700,23849100,11020300,23431700,26668900,23298100,31153300,31174400,28629700,26610900,25587100,18075700,17192300,284549,16656400,21880500,22931000,19909900,19923700,14614100
Q13336,6978550,3330290,,,,,10398500,,10702600,8151600,7077610,4121420,,,,10680500,6060730,11801700,,11259400,11441300,,,8981880,8380150,12491900,7472480,,,,,826153,9708580,,8480810,4508030,,,,,7744600,,,4930660,8436830,,,,,
Q13342,,,,,,,,,,,,,,,,,,,,,,,,,1099370,,,,,,,,,,,,,,,,,,,1411370,,,,,,
Q13347,,,,,1465660,,,,,,,,,1519920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13356,,,,,,,,,,456904,,,,,,,436391,,354502,,,,,,531804,,,411298,,294371,,,,,,,,,,,,,,,,,,,,
Q13361,,,,,,,,,,,,,,,,,178848,,144124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13362,,,1902840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1919740,,,
Q13363,,,,,,,,,,,,,,,,,,,,,,,,,,,351905,410139,,,,,,,,,,,,,,,,,416253,,,,,
Q13368,,4823210,5430740,5222410,5331940,14052300,9783480,10723700,13537800,,6983920,,,15944300,,16644300,11614900,,,13733200,11919600,,,11085700,12653000,15921500,9359420,15332600,,9854180,8670740,11594400,9261140,12151700,10447400,16395400,11457100,14072400,15197300,12302900,19113700,15431100,,19980300,,6976470,,8569640,,8524060
Q13393,,,,,,,,,,160523,,,,2469227,,,,,,,,,,,,,,,,,,,,,,,,1600084,,,,,,,,,,,,
Q13394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96592.9,,,,,295965,
Q13395,,,,4681340,,,,,,,,,,3779940,,,,,,,,3766720,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13404,,,,,,,323946,,,,,,,,453319,202626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13405,,,,,,,,,,,,,,,,,,,,,,,,,,3832620,,,,,,,,,,,,,,,,3881810,,,,,,,,
Q13409,,,,,,,,,,,214996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207948,,,,,
Q13416,1633180,2624550,1591240,2443550,,2243080,3446670,1822300,2313500,2622070,1556150,3332410,2920610,3268300,2820190,,2557450,1811020,1570570,1981900,1292700,1409340,1024010,1237790,1303550,1858080,2143470,,2304630,,,1028400,929072,1139920,713163,1681610,1500740,1812870,,1663910,1952920,1521250,,1824860,1403910,1616950,2962380,1936650,1687960,2735140
Q13418,,,,,,,,,,952470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872108,,,,,
Q13421,,,,2370810,,1890890,,,,,,,,,,,,1354640,1328420,1303900,1233920,1248180,,,934492,,,1433410,,,,,,1490570,,,,,,,,1477660,,1772860,,2563540,,2526770,,
Q13423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4263500,,,,4358200,,,,,,,,,,,,,,
Q13424,,,,,,,,,,,,,,,,,,,,,87643.9,,,,,,,,67766.1,,,,,,,,,,,,,,,,,,,,,
Q13425,,,,,,,,,,,392358,,,,,,,,,396769,,,,,,320853,,,458930,362521,,,,,,,,,,401075,,,,,,,,,,
Q13427,,,,,,,,,,,,,,1097830,,,,,,,,,,,,,,,,,,,988040,,,,,,,,,,,,,,,,,
Q13428,,,,,,,,,,,,,,,,,,,,,,,11348900,,,,15167100,,14979600,,,10426100,,,,,,,,,,,,,,,,,,9184660
Q13433,,,,,,114851,,,,,,,,,,,,67546.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1587410,,,1584340
Q13438,,,,,,,407216,,,,,269108,,,,332990,,,,,,,,,,,,,,371879,,,,,,,,,,,,,,,,,,,,
Q13439,,,,,,,,,,,,,,,,,,,,,,1636420,,1589190,1368930,,,,1935110,,,,,,,2758020,2142270,,1804710,,,,,,,,1715580,,1688130,
Q13443,,,,1467480,2241130,2293814.9,2824250,2660650,,1532572,3731403,1734319.3,,,1914220,1549704,792343,1116690,,3176360,3128868.5,,1791860,1018100,3055770,3399100,,926374,3447125.7,3171990,1202980,,,1976600,2774330,2999580,,2785070,3048660,2865600,,,3298180,,3211020,2375623.5,829594.7,,71329,2241847.1
Q13449,,,,,,,,,,,642665,,,,,,,,,654008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13451,,,,,,,,,,,,,,,229587,208100,,,307869,,,,,,,,,,,,,,,,,,,169836,305021,,44832.2,,,,,,210305,42564.9,131457,
Q13459,,,,,,,,,,,,,,,,,,226122,,253027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13464,,,,573311,,,,,,,,,,,,,576118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13469,,,,,,,,,,,,,,304041,,,,,,,,,,,,,,,,,188159,,,,,,,,,,,,,,,,,,,
Q13472,,,,,543274,,,,,,,,,,,,,,,,,,,,,,,2187930,,,,,,,,,,1571630,,,,,,,,,1901790,2251980,,
Q13477,,,,,501602,512133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13485,,,,,323171,,,,,,,,,,,,,,,,,,,,177072,,,,,,,,,190445,,,,,,,,,,,,,,,,
Q13488,,,,,,,,,,,,,,,,,,,,,3625944,,,,,4379480,,,,,,,,,,,,,4294760,,,,,,,,,,,
Q13492,,,,,,,,,,,,,,,,,,,,,,,1131400,,,,,,,,,,,,,,,,,,,1397620,,,,,,,,
Q13496,,2250310,,,,,,,,,,2195930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13501,246884,,,252002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13505,,,,,459850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337157
Q13508,,,,,,,,,,,,,,,,,,,,,,,,,,,,166189,,,,,,,,,,,,,,,,,,,,,,152347
Q13509,8447060,,7045330,8561850,,,,,,,5327956.1,,,,11702500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129131,,,,,,,,,126504,
Q13523,,,,,,,,,,,,,,,,,,,,,,,,,,,39106.3,,,41529.2,,,,,,,,,,,,,,,,,,,,
Q13526,,,,,,,,,493288,499941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13535,1094490,,,,,2417080,,,,,3370700,,,,,,,,,,,,,,,,,,,4487730,5094430,,,,,,,,,,,,,,,,,,,
Q13546,,,,,,,,,,,,,,,,,,,,,,,193502,,,,204320,,,,,,,,,,,,,,,,,,,,,,,
Q13547,,,,,,,,,,,,,,712739,,,,,,,,,581069,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13555,,,,,,,,,,,,,,,,,,,,,,,,,634644,,384281,,440373,,,,,,,,,640740,,,,,,966799,,,,,,
Q13557,,,,,,,,,,,1225740,,1215450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304828,,,,304512,,,
Q13563,,705240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987146
Q13564,,,,,,,,,,,,,,637670,,,,,,639122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13568,424508,,,,,,,,,,,,,,,,,,,,,,,,,,,,324549,,,,,,,,,,,,,,,,,,,,,
Q13573,,,803876,,,,,,,,,,,,,,,,,,,,,,,,,,,,826349,,,,,,,,,,,,,,,,,,,
Q13574,,,,,,,,,,,,,,,3413690,4825330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13576,,,,,,,,,,,,,,,,,,,,,15108900,,,,,,,,,,,,,,,,,,15154500,,,,,,,,,,,
Q13586,,,,,,,8151310,,,,,,8058290,,,6411250,,5889530,7749480,6057770,,8050780,,,,2706600,,,,,7479140,,8001280,6621690,,6296620,8097900,,7713060,,,,,,8030530,0,,4585040,,
Q13595,,,,,,,,,,,,,,,,,,,,,,,,,,251418,,,,,,,250417,,,,,,,,,,,,,,,,,
Q13596,,,,,,,,,,,,,,,,,,,,781483,,,,,1968620,,,,,,,,,,,,,,,,,,,,,,,,,
Q13610,,,,,,,,,,139648,,,,,,,,,,,,,,,,,,,140501,,,,,,,,,,,,,,,,,,,,,
Q13613,1045500,,,,,899625,,,999841,,,,,,,,,,,760934,,,,,,,,,1007410,,,,,,,,,,,828675,,,,,,,,,,
Q13614,,,,,,,,,,,,,,,,,,,,,1668212,,,,510655,,,,,,,,,,,,,,,,,,,,,,,,,
Q13615,,,,,4684730,,,,,,,,,,,,,,,6067180,5596230,,6541120,,,,,,,,,,,,,,,,,,,,,,5399180,,,,,6228960
Q13616,,,,,288568,,,275126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13617,11784300,,,,,,,,,12185300,11671800,,,13199700,,12413400,12076300,11749900,,,,7143380,13003900,,12334400,11211500,,11527100,11690100,,,,,11768200,,,,,11112300,11432700,,,,,9850030,7626030,,,,
Q13618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871053,,,,,,,1077720,
Q13619,,,,871587,,,823373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2483510,,,,,2641590,2710200,,,,,,,,,,,
Q13621,,,,,,,,,,,,,3412690,,,,4026640,,,2973210,5037390,,,5510550,,1820040,,,,,,,,,,,,,,,4790360,,,,3866530,,,,,
Q13625,,,,,,,,,,,,,,,,,,,,,,,,1541090,,,,,,2014990,,,,,,,,,,,,,,,,,,,,
Q13630,,,,,,,,,,,,6330520,,,,8320350,,8116020,,,,,,,,6747850,,7160450,,,,,,,,,,,,,,,,,,,,,,
Q13636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659308,,,,,,,,,,,,,,,,,,,,482103,
Q13637,,,,,,227980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213954,,,,,,
Q13671,,,1176240,,,,,,,,,,,,,,,,,,,,,,66908.3,,,,,,,,,,,,,,,,,,,,,,,,,
Q13683,,,,,,,,,,,,,,,,,,,218768,,,,,,,,,,,,314735,,,,,,,,,,,,,,,,,,,
Q13685,,,,,,,,,,,,,969774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872687,,,,,
Q13724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160061,173429,,,,,,,,,,,,
Q13740,,,33449600,,,,,,,,,,,,,,,,,35289300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13751,,,,,,,,,,,,,,,,,,,,,,,968291,,,,,,,,,,,,,,,,,,,,,,,,,935957,,
Q13753,,,,,,,,,,,,,,,,,2705890,2215810,2922840,,,,,,,,1694630,,,,,,,,,3406450,,,2258490,,,2392430,,,,,,,,
Q13761,,,,86844.4,,,,,,,,,,109968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13769,,,,,,,,,,,,,,,935300,,,,,,,,,715280,,,,,,,,,,,848650,,,,,,,,,,,,,,,
Q13790,5623720,5012640,4506310,4904910,5956410,8608000,8736600,9156150,8383310,7183600,7639560,8435750,8368900,7467160,6546640,6199380,5535030,7167510,7815510,6175830,6126740,5138100,4963960,4594640,6413990,4642200,5206290,5504700,4560990,4864150,5810700,5181850,4686240,4250070,3442750,4174360,5730830,5798360,5297520,3068210,9916580,9749700,8735190,9048550,12544000,8636800,11815600,8617340,10738100,10631300
Q13796,,,,,,,,,,,,,,,,,,,,,,,,,,,,1687090,,415384,,,,,,,,,,,,2216940,,,,,,,,
Q13797,,,,,,,,,,,,,,,,,,,2314980,,,,,,,,,,,,1413990,,,,,,,,,,,,,,,,,,,
Q13813,,,,,,,,,,,,,,,,,,,,,,,,5588690,,5617970,,,,,,,,,,,,,,,,,,,,,,,,
Q13822,,,,,,,,,,,,,,,,,,,,,8812330,,,9269740,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13835,,,,,37799.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39872.9,
Q13838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605872,605551,,,,,,,,,,,,,,,
Q13867,,,,,,,,,,,,,,,,,,705986,,,,,,,,,,,,,,,,,,,,,,718409,,,,,,,,,,
Q13882,,,,,,,,,,,,,,,,,,,,271530,,,,,,,,,,,244764,,,,,,,,,,,,,,,,,,,
Q13884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75560.9,77086.9,,
Q13885,4632670,4226500,2626080,2865890,3738350,5770320,4020030,4297440,4038490,4198980,2870580,,,,3454130,4306870,3213680,358213,3790110,3662900,2249870,1854440,1470500,2013940,2056020,3697640,3641660,3006330,1492900,3821920,1627390,1776620,1575630,1414740,,3962340,2396350,758398,2492910,2157760,,1966520,2238260,4825050,1536980,4349760,1996640,3598620,4588900,3879420
Q13888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1423060,,,,,,,1691380,1719800,
Q13895,,,,,,,,,,,,,,,440169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478037,,,,
Q13905,,,162388,,,,,,,117876,,,,,,,,,,,,,,,,,,,,,,,50827,,,,,,,,,,,,,,,,,
Q13907,248582,,250266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13938,2940650,2879540,2931960,,2901260,2517530,3245290,2725370,2505830,2570740,2493570,,2747940,2241920,1320990,2203920,2530670,1990150,,2464700,4182590,2983770,,3821210,3851600,3074860,2981170,1879640,3395100,2987580,4294140,,5634230,,4406870,5412940,6780530,5005160,5851340,5639210,4246580,4304210,3890050,4352900,4497840,282708,,457851,,67417.4
Q13951,,,,865018,899606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13976,,,,,,64129.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88520.5,,,,,,,,,,,
Q14004,,,,,575230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53988.1,,,,,,,,
Q14005,,,,,,,,,,,,94298.1,,76491.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q14008,,,,,,,,,,,,,,,,,,,,,,,,689853,,,,,,,,,,,,,,,,,741599,,,,,,,,,
Q14011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3131770,,,,,,3199030,,
Q14012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218498,,223055,,,,,
Q14019,,,,,,,,,,,,,,,,,,,,,,,,,,,,810002,,,,,,825115,,,,,,,,,,,,,,,,
Q14031,,,,,,,,,,,,,,,,,,,,,,,,,,,279484,,,280053,,,,,,,,,,,,,,,,,,,,
Q14032,,,,,,,134764,,,,52128.8,,,,,,,,,,,,,,,,,,127708,,,,,,,,,,,103257,,,,,,,,,,
Q14103,,,,,,,,,,,,,,,,,,,364306,,,,,,,,,,,,363567,,,,,,,,,,,,,,,,,,,
Q14108,,,,111754,,,,,103431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q14112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995363,,,,,,,,,,,,,,,,,,995773,,
Q14116,,,,,148311,,,,,,,,,,160687,,,,241493,,,,,,,,,,,,280875,,,,,,,,,,,,,,,,,,,
Q14118,,,,349616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367138.5,,
Q14123,,,,,,,,,,,,,,,,,,,,,,,,,,1012120,,,,,,613210,,,,,,,,,,,,,,,,,,
Q14126,,,821104,,,,,,,,,,,,,,,,,,,801341,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q14134,,1449880,,,,,,,,,,1594680,,,1608310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q14139,,,,,,,,,,,,,,,,,,,,,,,,,,1162740,,,,,,,,,,,,,,,,,,,,,,,1146300,
Q14141,,,,,,,,,,,,,,,,,,,,,,,,,1874070,,,,,,,,,,,,,,,,,,,,1369870,,941538,,1158290,
Q14145,,,,,,,,,,,,,,,,757465,,,,,857610,,842579,,,,823571,,,,,,,1192700,897307,,,,,,971405,,,,,,,,,
Q14149,,,,,,,,,,,,,,,,,,,,,,299584,,,,,,,,256760,,,,,,,,,,,,,,,,,,,,
Q14151,,,,,,,,,,,,,,,,,,192508,,,,,,,,,,,,,,,,,,,,,199986,,,,,,,,,,,
Q14152,,,,,,,,,,,,,,,1004359.6,,,,,,,,,,,,,,,,,1027515.4,,,,,,,,,,,,,,,,,,
Q14155,,,,386750,,377978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q14156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1696980,,,,,1534360,,,,,,,,,,,
Q14157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2556940,,,,2610850,,,,,,,,,,
Q14160,,,,,,,5258220,,,,,,,,,,,,,,,,,,,,,,,,,,,,4909110,,,,,,,,,,,,,,,
Q14161,,,,,,1606120,,,,,,,,,,,,,,,,,,,1661460,,,,,,,,,,,,,,,,,,,,,,,,,
Q14165,,,1747760,,,,,,,,,,,,,,1776780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q14166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791411,,860879,,,,,,,
Q14185,,,,,151735,,,,,,147634,,,,,,,,,,,,130019,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q14194,,,,,,,,,,,,,,,,1085590,,,,,,,,1074980,,,,,,,,,,,,,,,,,,,,,,,,,,
Q14195,498492,,508272,485530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q14202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1260690,,,,,,,,907898,1664040,,,,,,,,,,,
Q14203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561342,562152,,,,,
Q14204,,,,,,,,,,,,,,,,,,,,,,,2734930,,,,,,,,,,,,,,,,,,,2716900,,,,,,,,
Q14210,,,,,,,,,,,,,,,,,,,,,,,5625130,,,,,,,,,,,,,,,,5439710,,,,,,,,,,,
Q14232,,,,,,,,,,,,,98329.2,,,,,,,,,,,,,,136794,,,,,,,,,,,,,,,,,,,,,,,
